,Model Name,Testing MSE,Testing MSE after removing outlier,Training MSE
0,FF 3 | Adam,0.088353730738163,0.0741393193602562,0.009193384511904283
1,FF 3 | Adamax,0.09018156677484512,0.06333018094301224,0.017907765101302753
2,FF 3 | Nadam,0.08874788880348206,0.08318975567817688,0.0015976215575144372
3,FF 3 | AMSGrad,0.0897902324795723,0.07281650602817535,0.010195282711224123
4,FF 3 | RMSprop,0.08989675343036652,0.08051449805498123,0.0024294837123968386
