,Model Name,Testing MSE,Testing MSE after removing outlier,Training MSE
0,FF 3 | Adamax | Softplus | 56 components,0.0944378599524498,0.05996105447411537,0.03466091745279052
1,FF 3 | Adamax | Softplus | PCA: 15 components,0.1725638508796692,0.17226122319698334,0.032016429203477775
